Datetime,Open,Close,Low,High,Volume
2023-06-26 09:30:00-04:00,164.97999572753906,164.51499938964844,164.29010009765625,164.97999572753906,231146
2023-06-26 09:35:00-04:00,164.52999877929688,164.3300018310547,163.97000122070312,164.55990600585938,104425
2023-06-26 09:40:00-04:00,164.35000610351562,163.7899932861328,163.7899932861328,164.35000610351562,71393
2023-06-26 09:45:00-04:00,163.85000610351562,163.02630615234375,162.99000549316406,163.86000061035156,107530
2023-06-26 09:50:00-04:00,163.00999450683594,162.11500549316406,162.02999877929688,163.00999450683594,183140
2023-06-26 09:55:00-04:00,162.1199951171875,161.60009765625,161.57000732421875,162.25,154704
2023-06-26 10:00:00-04:00,161.61500549316406,161.4600067138672,161.3300018310547,161.67990112304688,169341
2023-06-26 10:05:00-04:00,161.46499633789062,161.57000732421875,161.4600067138672,161.67999267578125,114205
2023-06-26 10:10:00-04:00,161.57000732421875,162.14999389648438,161.47000122070312,162.19000244140625,148797
2023-06-26 10:15:00-04:00,162.13999938964844,162.27000427246094,161.9600067138672,162.27999877929688,129235
2023-06-26 10:20:00-04:00,162.25999450683594,162.27999877929688,162.24000549316406,162.50999450683594,98305
2023-06-26 10:25:00-04:00,162.3000030517578,162.42999267578125,162.11000061035156,162.44000244140625,86577
2023-06-26 10:30:00-04:00,162.4199981689453,162.7100067138672,162.39999389648438,162.8699951171875,108819
2023-06-26 10:35:00-04:00,162.6999969482422,162.6199951171875,162.51499938964844,162.7100067138672,83514
2023-06-26 10:40:00-04:00,162.60000610351562,162.72999572753906,162.44000244140625,162.74989318847656,64575
2023-06-26 10:45:00-04:00,162.72999572753906,162.72000122070312,162.63999938964844,162.75999450683594,52203
2023-06-26 10:50:00-04:00,162.72000122070312,162.63999938964844,162.55999755859375,162.7209930419922,58399
2023-06-26 10:55:00-04:00,162.63999938964844,162.45199584960938,162.4199981689453,162.6999969482422,78071
2023-06-26 11:00:00-04:00,162.47999572753906,162.82000732421875,162.47999572753906,162.85000610351562,207661
2023-06-26 11:05:00-04:00,162.80999755859375,162.841796875,162.7899932861328,162.94000244140625,83537
2023-06-26 11:10:00-04:00,162.83999633789062,162.92999267578125,162.7700958251953,162.9600067138672,43924
2023-06-26 11:15:00-04:00,162.89999389648438,162.9499969482422,162.84500122070312,163.0399932861328,86050
2023-06-26 11:20:00-04:00,162.97000122070312,162.80999755859375,162.7100067138672,163.02999877929688,149952
2023-06-26 11:25:00-04:00,162.80999755859375,162.64999389648438,162.57000732421875,162.83999633789062,41231
2023-06-26 11:30:00-04:00,162.67999267578125,162.7899932861328,162.67999267578125,162.8800048828125,42712
2023-06-26 11:35:00-04:00,162.8000030517578,162.92999267578125,162.72999572753906,162.9600067138672,46932
2023-06-26 11:40:00-04:00,162.92979431152344,162.97999572753906,162.91000366210938,163.00999450683594,36263
2023-06-26 11:45:00-04:00,162.99000549316406,163.00999450683594,162.92529296875,163.02000427246094,42030
2023-06-26 11:50:00-04:00,163.00999450683594,162.99000549316406,162.9600067138672,163.0800018310547,42684
2023-06-26 11:55:00-04:00,162.99000549316406,163.0,162.92999267578125,163.05999755859375,39650
2023-06-26 12:00:00-04:00,163.0,162.97000122070312,162.9499969482422,163.1199951171875,54373
2023-06-26 12:05:00-04:00,162.97000122070312,163.13499450683594,162.9600067138672,163.1699981689453,54959
2023-06-26 12:10:00-04:00,163.14999389648438,163.41000366210938,163.10519409179688,163.44000244140625,49498
2023-06-26 12:15:00-04:00,163.41000366210938,163.52999877929688,163.35000610351562,163.5399932861328,62241
2023-06-26 12:20:00-04:00,163.52000427246094,163.5749969482422,163.47999572753906,163.60000610351562,46346
2023-06-26 12:25:00-04:00,163.5500030517578,163.58999633789062,163.4875946044922,163.64999389648438,33289
2023-06-26 12:30:00-04:00,163.58999633789062,163.61500549316406,163.55999755859375,163.67999267578125,46778
2023-06-26 12:35:00-04:00,163.63499450683594,163.67999267578125,163.552001953125,163.6999969482422,47803
2023-06-26 12:40:00-04:00,163.6739959716797,163.97000122070312,163.5800018310547,163.99000549316406,59555
2023-06-26 12:45:00-04:00,163.9600067138672,163.7899932861328,163.77999877929688,163.97999572753906,34469
2023-06-26 12:50:00-04:00,163.82000732421875,163.8000030517578,163.74000549316406,163.83999633789062,26930
2023-06-26 12:55:00-04:00,163.82000732421875,163.82000732421875,163.76499938964844,163.8699951171875,25479
2023-06-26 13:00:00-04:00,163.8300018310547,163.72999572753906,163.66000366210938,163.83999633789062,24464
2023-06-26 13:05:00-04:00,163.72000122070312,163.48500061035156,163.47000122070312,163.72000122070312,34537
2023-06-26 13:10:00-04:00,163.47000122070312,163.5399932861328,163.4149932861328,163.5850067138672,69549
2023-06-26 13:15:00-04:00,163.52999877929688,163.7100067138672,163.46499633789062,163.7100067138672,32946
2023-06-26 13:20:00-04:00,163.69500732421875,163.77000427246094,163.58250427246094,163.77000427246094,35941
2023-06-26 13:25:00-04:00,163.77000427246094,163.77999877929688,163.7100067138672,163.8300018310547,21973
2023-06-26 13:30:00-04:00,163.7899932861328,163.89999389648438,163.77000427246094,163.89999389648438,25560
2023-06-26 13:35:00-04:00,163.89999389648438,163.93429565429688,163.82000732421875,163.9499969482422,39020
2023-06-26 13:40:00-04:00,163.93310546875,163.88999938964844,163.82769775390625,163.99000549316406,29397
2023-06-26 13:45:00-04:00,163.89999389648438,163.97999572753906,163.89999389648438,163.99000549316406,31939
2023-06-26 13:50:00-04:00,163.97300720214844,163.9199981689453,163.91000366210938,164.0,36818
2023-06-26 13:55:00-04:00,163.9199981689453,163.92999267578125,163.8300018310547,164.0,96935
2023-06-26 14:00:00-04:00,163.93040466308594,163.77000427246094,163.74000549316406,163.9499969482422,39074
2023-06-26 14:05:00-04:00,163.76499938964844,163.47000122070312,163.41000366210938,163.76499938964844,63809
2023-06-26 14:10:00-04:00,163.47000122070312,163.5,163.40899658203125,163.5,46620
2023-06-26 14:15:00-04:00,163.5,163.47999572753906,163.38999938964844,163.50999450683594,50949
2023-06-26 14:20:00-04:00,163.4600067138672,163.5,163.45469665527344,163.52999877929688,58299
2023-06-26 14:25:00-04:00,163.47999572753906,163.6750030517578,163.47000122070312,163.7100067138672,53870
2023-06-26 14:30:00-04:00,163.6840057373047,163.91000366210938,163.6699981689453,163.92999267578125,40912
2023-06-26 14:35:00-04:00,163.91000366210938,163.97000122070312,163.89999389648438,163.97999572753906,30787
2023-06-26 14:40:00-04:00,163.9600067138672,164.0,163.88999938964844,164.00999450683594,38591
2023-06-26 14:45:00-04:00,164.0,163.97000122070312,163.94000244140625,164.00999450683594,35791
2023-06-26 14:50:00-04:00,163.97500610351562,163.9600067138672,163.8699951171875,163.97500610351562,31463
2023-06-26 14:55:00-04:00,163.9600067138672,163.97999572753906,163.94000244140625,163.97999572753906,26153
2023-06-26 15:00:00-04:00,163.97999572753906,163.9499969482422,163.88999938964844,163.97999572753906,41705
2023-06-26 15:05:00-04:00,163.9658966064453,163.97999572753906,163.91000366210938,164.0050048828125,60846
2023-06-26 15:10:00-04:00,163.97999572753906,163.91000366210938,163.88999938964844,163.9884033203125,42800
2023-06-26 15:15:00-04:00,163.9221954345703,163.96499633789062,163.9221954345703,164.0050048828125,58020
2023-06-26 15:20:00-04:00,163.9600067138672,163.97000122070312,163.91000366210938,163.97000122070312,43479
2023-06-26 15:25:00-04:00,163.9499969482422,163.99000549316406,163.91000366210938,164.02000427246094,48454
